chrm	start	end	target_id	Gene	isoform	value	strand	Synonym	Product	PID
ZM4	14548	17167	ZMO1_ZMO0012,ZMO1_ZMO0013,ZMO1_ZMO0014;1	ZMO1_ZMO0012	1	.	-	hemN1	coproporphyrinogen III oxidase	AVZ41395.1
ZM4	14548	17167	ZMO1_ZMO0012,ZMO1_ZMO0013,ZMO1_ZMO0014;1	ZMO1_ZMO0013	1	.	-	ZMO1_ZMO0013	rdgB/HAM1 family non-canonical purine NTP pyrophosphatase	AVZ41396.1
ZM4	14548	17167	ZMO1_ZMO0012,ZMO1_ZMO0013,ZMO1_ZMO0014;1	ZMO1_ZMO0014	1	.	-	rph	ribonuclease PH	AVZ41397.1
ZM4	17317	18994	ZMO1_ZMO0015,ZMO1_ZMO0016;1	ZMO1_ZMO0015	1	.	+	hrcA	heat-inducible transcription repressor HrcA	AVZ41398.1
ZM4	17317	18994	ZMO1_ZMO0015,ZMO1_ZMO0016;1	ZMO1_ZMO0016	1	.	+	grpE	GrpE protein	AVZ41399.1
ZM4	18995	20412	ZMO1_ZMO0017;1	ZMO1_ZMO0017	1	.	+	ZMO1_ZMO0017	RsmB-like methyltransferase	AVZ41400.1
ZM4	20402	23032	ZMO1_ZMO0018,ZMO1_ZMO0019;1	ZMO1_ZMO0018	1	.	+	rpe	ribulose-phosphate 3-epimerase	AVZ41401.1
ZM4	20402	23032	ZMO1_ZMO0018,ZMO1_ZMO0019;1	ZMO1_ZMO0019	1	.	+	ZMO1_ZMO0019	heparinase II/III family protein	AVZ41402.1
ZM4	23119	26014	ZMO1_ZMO0020,ZMO1_ZMO0021,ZMO1_ZMO0022;1	ZMO1_ZMO0020	1	.	-	ZMO1_ZMO0020	LUD domain-containing protein	AVZ41403.1
ZM4	23119	26014	ZMO1_ZMO0020,ZMO1_ZMO0021,ZMO1_ZMO0022;1	ZMO1_ZMO0021	1	.	-	ykgF	iron-sulfur cluster-binding protein YkgF	AVZ41404.1
ZM4	23119	26014	ZMO1_ZMO0020,ZMO1_ZMO0021,ZMO1_ZMO0022;1	ZMO1_ZMO0022	1	.	-	ZMO1_ZMO0022	Fe-S oxidoreductase	AVZ41405.1
ZM4	26311	26829	ZMO1_ZMO0023;1	ZMO1_ZMO0023	1	.	-	ZMO1_ZMO0023	AsnC family transcriptional regulator	AVZ41406.1
ZM4	26661	27911	ZMO1_ZMO0025;1	ZMO1_ZMO0025	1	.	+	ZMO1_ZMO0025	EamA/RhaT family transporter	AVZ41407.1
ZM4	26925	27854	ZMO1_ZMO0025;2	ZMO1_ZMO0025	2	.	+	ZMO1_ZMO0025	EamA/RhaT family transporter	AVZ41407.1
ZM4	28029	29212	ZMO1_ZMO0026;1	ZMO1_ZMO0026	1	.	+	ZMO1_ZMO0026	Sel1 domain protein repeat-containing protein	AVZ41408.1
ZM4	28029	28976	ZMO1_ZMO0026;2	ZMO1_ZMO0026	2	.	+	ZMO1_ZMO0026	Sel1 domain protein repeat-containing protein	AVZ41408.1
ZM4	29213	30960	ZMO1_ZMO0027;1	ZMO1_ZMO0027	1	.	+	purH	bifunctional phosphoribosyl aminoimidazole carboxamide formyltransferase/IMP cyclohydrolase	AVZ41409.1
ZM4	31068	33108	ZMO1_ZMO0028;1	ZMO1_ZMO0028	1	.	+	ZMO1_ZMO0028	restriction endonuclease	AVZ41410.1
ZM4	31083	32006	ZMO1_ZMO0028;2	ZMO1_ZMO0028	2	.	+	ZMO1_ZMO0028	restriction endonuclease	AVZ41410.1
ZM4	31776	33940	ZMO1_ZMO0029;1	ZMO1_ZMO0029	1	.	-	ZMO1_ZMO0029	Sel1 domain protein repeat-containing protein	AVZ41411.1
ZM4	32036	33936	ZMO1_ZMO0029;2	ZMO1_ZMO0029	2	.	-	ZMO1_ZMO0029	Sel1 domain protein repeat-containing protein	AVZ41411.1
ZM4	34074	34719	ZMO1_ZMO0030;1	ZMO1_ZMO0030	1	.	+	gloA1	glyoxalase/bleomycin resistance protein/dioxygenase	AVZ41412.1
ZM4	34480	37115	ZMO1_ZMO0031;1	ZMO1_ZMO0031	1	.	-	ZMO1_ZMO0031	TonB-dependent receptor	AVZ41413.2
ZM4	34635	37055	ZMO1_ZMO0031;2	ZMO1_ZMO0031	2	.	-	ZMO1_ZMO0031	TonB-dependent receptor	AVZ41413.2
ZM4	37296	38171	ZMO1_ZMO0033;1	ZMO1_ZMO0033	1	.	-	ZMO1_ZMO0033	putative zinc- or iron-chelating domain-containing protein	AVZ41414.1
ZM4	37403	38161	ZMO1_ZMO0033;2	ZMO1_ZMO0033	2	.	-	ZMO1_ZMO0033	putative zinc- or iron-chelating domain-containing protein	AVZ41414.1
ZM4	37960	38849	ZMO1_ZMO0035;1	ZMO1_ZMO0035	1	.	+	ZMO1_ZMO0035	ankyrin repeat domain-containing protein	AVZ41415.1
ZM4	38596	39597	ZMO1_ZMO0036,ZMO1_ZMO0037;1	ZMO1_ZMO0036	1	.	-	ZMO1_ZMO0036	DUF1491 domain-containing protein	AVZ41416.1
ZM4	38596	39597	ZMO1_ZMO0036,ZMO1_ZMO0037;1	ZMO1_ZMO0037	1	.	-	nagE1	PTS IIA-like nitrogen-regulatory protein PtsN/NagE	AVZ41417.1
ZM4	39598	40268	ZMO1_ZMO0038;1	ZMO1_ZMO0038	1	.	-	ZMO1_ZMO0038	ribosomal protein S30Ae/sigma 54 modulation protein	AVZ41418.1
ZM4	40258	43140	ZMO1_ZMO0039,ZMO1_ZMO0040,ZMO1_ZMO0041,ZMO1_ZMO0043;1	ZMO1_ZMO0039	1	.	-	dnaQ	DNA polymerase III epsilon subunit	AVZ41419.1
ZM4	40258	43140	ZMO1_ZMO0039,ZMO1_ZMO0040,ZMO1_ZMO0041,ZMO1_ZMO0043;1	ZMO1_ZMO0040	1	.	-	coaE	dephospho-CoA kinase	AVZ41420.1
ZM4	40258	43140	ZMO1_ZMO0039,ZMO1_ZMO0040,ZMO1_ZMO0041,ZMO1_ZMO0043;1	ZMO1_ZMO0041	1	.	-	aroE	shikimate 5-dehydrogenase	AVZ41421.1
ZM4	40258	43140	ZMO1_ZMO0039,ZMO1_ZMO0040,ZMO1_ZMO0041,ZMO1_ZMO0043;1	ZMO1_ZMO0043	1	.	-	ZMO1_ZMO0043	Maf family protein	AVZ41422.1
ZM4	43594	45387	ZMO1_ZMO0044;1	ZMO1_ZMO0044	1	.	+	ZMO1_ZMO0044	Sel1 domain protein repeat-containing protein	AVZ41423.1
ZM4	45398	46003	ZMO1_ZMO0047;1	ZMO1_ZMO0047	1	.	-	ZMO1_ZMO0047	lysine exporter protein (LYSE/YGGA)	AVZ41424.1
ZM4	45974	47717	ZMO1_ZMO0050;1	ZMO1_ZMO0050	1	.	+	ZMO1_ZMO0050	LysR family transcriptional regulator	AVZ41425.1
ZM4	46171	47143	ZMO1_ZMO0050;2	ZMO1_ZMO0050	2	.	+	ZMO1_ZMO0050	LysR family transcriptional regulator	AVZ41425.1
ZM4	47255	49228	ZMO1_ZMO0052,ZMO1_ZMO0053;1	ZMO1_ZMO0052	1	.	-	cynX	cyanate permease CynX	AVZ41426.1
ZM4	47255	49228	ZMO1_ZMO0052,ZMO1_ZMO0053;1	ZMO1_ZMO0053	1	.	-	pcaD	alpha/beta hydrolase fold protein	AVZ41427.1
ZM4	49348	49905	ZMO1_ZMO0054;1	ZMO1_ZMO0054	1	.	+	marR	MarR family transcriptional regulator	AVZ41428.1
ZM4	49960	50894	ZMO1_ZMO0055;1	ZMO1_ZMO0055	1	.	-	ZMO1_ZMO0055	anion permerase	AVZ41429.1
ZM4	50921	53461	ZMO1_ZMO0056,ZMO1_ZMO0057;1	ZMO1_ZMO0056	1	.	-	glmS	glucosamine/fructose-6-phosphate isomerizing aminotransferase	AVZ41430.1
ZM4	50921	53461	ZMO1_ZMO0056,ZMO1_ZMO0057;1	ZMO1_ZMO0057	1	.	-	ZMO1_ZMO0057	bacterial PH domain-containing protein	AVZ41431.1
ZM4	50923	52877	ZMO1_ZMO0056;1	ZMO1_ZMO0056	1	.	-	glmS	glucosamine/fructose-6-phosphate isomerizing aminotransferase	AVZ41430.1
ZM4	52878	53462	ZMO1_ZMO0057;1	ZMO1_ZMO0057	1	.	-	ZMO1_ZMO0057	bacterial PH domain-containing protein	AVZ41431.1
ZM4	53608	54850	ZMO1_ZMO0059;1	ZMO1_ZMO0059	1	.	+	glxK	glycerate kinase	AVZ41432.1
ZM4	54709	55080	ZMO1_ZMO0060;1	ZMO1_ZMO0060	1	.	-	ZMO1_ZMO0060	uncharacterized protein	AVZ41433.1
ZM4	54811	55099	ZMO1_ZMO0060;2	ZMO1_ZMO0060	2	.	-	ZMO1_ZMO0060	uncharacterized protein	AVZ41433.1
ZM4	55081	56424	ZMO1_ZMO0061;1	ZMO1_ZMO0061	1	.	-	ZMO1_ZMO0061	histidine acid phosphatase	AVZ41434.1
ZM4	56425	57600	ZMO1_ZMO0062;1	ZMO1_ZMO0062	1	.	-	ZMO1_ZMO0062	aldo/keto reductase	AVZ41435.1
ZM4	57721	59457	ZMO1_ZMO0064;1	ZMO1_ZMO0064	1	.	-	oprB1	carbohydrate-selective porin OprB	AVZ41436.1
ZM4	59627	59896	ZMO1_ZMO0066;1	ZMO1_ZMO0066	1	.	+	ZMO1_ZMO0066	hypothetical protein	AVZ41437.1
ZM4	60092	61364	ZMO1_ZMO0068;1	ZMO1_ZMO0068	1	.	+	ZMO1_ZMO0068	Sel1 domain protein repeat-containing protein	AVZ41438.1
ZM4	61539	62216	ZMO1_ZMO0069;1	ZMO1_ZMO0069	1	.	+	ZMO1_ZMO0069	major tail tube protein	AVZ41439.1
ZM4	61630	62067	ZMO1_ZMO0069;2	ZMO1_ZMO0069	2	.	+	ZMO1_ZMO0069	major tail tube protein	AVZ41439.1
ZM4	62195	63526	ZMO1_ZMO0070;1	ZMO1_ZMO0070	1	.	+	grxB1	GrxB family glutaredoxin 2	AVZ41440.1
ZM4	63091	67071	ZMO1_ZMO0072,ZMO1_ZMO0073,ZMO1_ZMO0074,ZMO1_ZMO0075;1	ZMO1_ZMO0072	1	.	-	ZMO1_ZMO0072	NHL repeat-containing protein	AVZ41441.1
ZM4	63091	67071	ZMO1_ZMO0072,ZMO1_ZMO0073,ZMO1_ZMO0074,ZMO1_ZMO0075;1	ZMO1_ZMO0073	1	.	-	ZMO1_ZMO0073	CBS domain-containing protein	AVZ41442.1
ZM4	63091	67071	ZMO1_ZMO0072,ZMO1_ZMO0073,ZMO1_ZMO0074,ZMO1_ZMO0075;1	ZMO1_ZMO0074	1	.	-	ZMO1_ZMO0074	endoribonuclease YbeY	AVZ41443.1
ZM4	63091	67071	ZMO1_ZMO0072,ZMO1_ZMO0073,ZMO1_ZMO0074,ZMO1_ZMO0075;1	ZMO1_ZMO0075	1	.	-	phoH	PhoH family protein	AVZ41444.1
ZM4	67065	69162	ZMO1_ZMO0077,ZMO1_ZMO0078;1	ZMO1_ZMO0077	1	.	-	miaB	MiaB family RNA modification enzyme	AVZ41445.1
ZM4	67065	69162	ZMO1_ZMO0077,ZMO1_ZMO0078;1	ZMO1_ZMO0078	1	.	-	cheW	chemotaxis protein CheW	AVZ41446.1
ZM4	67151	69136	ZMO1_ZMO0077,ZMO1_ZMO0078;2	ZMO1_ZMO0077	2	.	-	miaB	MiaB family RNA modification enzyme	AVZ41445.1
ZM4	67151	69136	ZMO1_ZMO0077,ZMO1_ZMO0078;2	ZMO1_ZMO0078	2	.	-	cheW	chemotaxis protein CheW	AVZ41446.1
ZM4	69146	69651	ZMO1_ZMO0079;2	ZMO1_ZMO0079	2	.	-	cheY	response regulator receiver protein	AVZ41447.1
ZM4	69228	69631	ZMO1_ZMO0079;1	ZMO1_ZMO0079	1	.	-	cheY	response regulator receiver protein	AVZ41447.1
ZM4	69652	74892	ZMO1_ZMO0080,ZMO1_ZMO0081,ZMO1_ZMO0082,ZMO1_ZMO0083,ZMO1_ZMO0084;1	ZMO1_ZMO0080	1	.	-	cheD	chemoreceptor glutamine deamidase CheD	AVZ41448.1
ZM4	69652	74892	ZMO1_ZMO0080,ZMO1_ZMO0081,ZMO1_ZMO0082,ZMO1_ZMO0083,ZMO1_ZMO0084;1	ZMO1_ZMO0081	1	.	-	cheB1	chemotaxis signal transduction response regulator CheB	AVZ41449.1
ZM4	69652	74892	ZMO1_ZMO0080,ZMO1_ZMO0081,ZMO1_ZMO0082,ZMO1_ZMO0083,ZMO1_ZMO0084;1	ZMO1_ZMO0082	1	.	-	cheR	CheR-type MCP methyltransferase	AVZ41450.1
ZM4	69652	74892	ZMO1_ZMO0080,ZMO1_ZMO0081,ZMO1_ZMO0082,ZMO1_ZMO0083,ZMO1_ZMO0084;1	ZMO1_ZMO0083	1	.	-	cheA1	CheA signal transduction histidine kinase	AVZ41451.1
ZM4	69652	74892	ZMO1_ZMO0080,ZMO1_ZMO0081,ZMO1_ZMO0082,ZMO1_ZMO0083,ZMO1_ZMO0084;1	ZMO1_ZMO0084	1	.	-	cheX	chemotaxis protein CheX	AVZ41452.1
ZM4	74893	76454	ZMO1_ZMO0085;2	ZMO1_ZMO0085	2	.	-	mcp	methyl-accepting chemotaxis sensory transducer	AVZ41453.1
ZM4	74905	76555	ZMO1_ZMO0085;1	ZMO1_ZMO0085	1	.	-	mcp	methyl-accepting chemotaxis sensory transducer	AVZ41453.1
ZM4	76803	78968	ZMO1_ZMO0086;1	ZMO1_ZMO0086	1	.	-	ZMO1_ZMO0086	SpoT/RelA (p)ppGpp synthetase I	AVZ41454.1
ZM4	79086	79593	ZMO1_ZMO0087;1	ZMO1_ZMO0087	1	.	-	ZMO1_ZMO0087	uncharacterized protein	AVZ41455.1
ZM4	79719	80511	ZMO1_ZMO0088;1	ZMO1_ZMO0088	1	.	-	ZMO1_ZMO0088	hypothetical protein	AVZ41456.1
ZM4	80632	81409	ZMO1_ZMO0089;1	ZMO1_ZMO0089	1	.	-	ZMO1_ZMO0089	hypothetical protein	AVZ41457.1
ZM4	81728	82880	ZMO1_ZMO0091;1	ZMO1_ZMO0091	1	.	+	ZMO1_ZMO0091	hypothetical protein	AVZ41459.1
ZM4	81734	82637	ZMO1_ZMO0090;1	ZMO1_ZMO0090	1	.	-	ZMO1_ZMO0090	short-chain dehydrogenase/reductase SDR	AVZ41458.1
ZM4	82625	82780	ZMO1_ZMO0091;2	ZMO1_ZMO0091	2	.	+	ZMO1_ZMO0091	hypothetical protein	AVZ41459.1
ZM4	82881	83679	ZMO1_ZMO0092;1	ZMO1_ZMO0092	1	.	+	ZMO1_ZMO0092	uncharacterized protein	AVZ41460.1
ZM4	83680	84871	ZMO1_ZMO0094;1	ZMO1_ZMO0094	1	.	+	bioB	biotin synthase	AVZ41461.1
ZM4	84904	85428	ZMO1_ZMO0095;1	ZMO1_ZMO0095	1	.	-	ZMO1_ZMO0095	hypothetical protein	AVZ41462.1
ZM4	84910	85617	ZMO1_ZMO0095;2	ZMO1_ZMO0095	2	.	-	ZMO1_ZMO0095	hypothetical protein	AVZ41462.1
ZM4	85429	86467	ZMO1_ZMO0096;1	ZMO1_ZMO0096	1	.	-	pgsA	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase	AVZ41463.1
ZM4	85618	86467	ZMO1_ZMO0096;2	ZMO1_ZMO0096	2	.	-	pgsA	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase	AVZ41463.1
ZM4	86441	87969	ZMO1_ZMO2042,ZMO1_ZMO0099;1	ZMO1_ZMO2042	1	.	+	ZMO1_ZMO2042	hypothetical protein	QIZ64057.1
ZM4	86441	87969	ZMO1_ZMO2042,ZMO1_ZMO0099;1	ZMO1_ZMO0099	1	.	+	ZMO1_ZMO0099	major facilitator superfamily transporter	AVZ41464.1
ZM4	88004	88487	ZMO1_ZMO0100;1	ZMO1_ZMO0100	1	.	-	ZMO1_ZMO0100	HxlR family transcriptional regulator	AVZ41465.1
ZM4	88004	88384	ZMO1_ZMO0100;2	ZMO1_ZMO0100	2	.	-	ZMO1_ZMO0100	HxlR family transcriptional regulator	AVZ41465.1
ZM4	88477	89780	ZMO1_ZMO0101,ZMO1_ZMO0102;1	ZMO1_ZMO0101	1	.	+	ZMO1_ZMO0101	NAD-dependent epimerase/dehydratase	AVZ41466.1
ZM4	88477	89780	ZMO1_ZMO0101,ZMO1_ZMO0102;1	ZMO1_ZMO0102	1	.	+	ZMO1_ZMO0102	hypothetical protein	AVZ41467.1
ZM4	89900	91651	ZMO1_ZMO0103;2	ZMO1_ZMO0103	2	.	+	ZMO1_ZMO0103	beta-lactamase	AVZ41468.1
ZM4	89985	91547	ZMO1_ZMO0103;1	ZMO1_ZMO0103	1	.	+	ZMO1_ZMO0103	beta-lactamase	AVZ41468.1
ZM4	91548	93714	ZMO1_ZMO0105,ZMO1_ZMO0106;1	ZMO1_ZMO0105	1	.	+	leuC	3-isopropylmalate dehydratase large subunit	AVZ41469.1
ZM4	91548	93714	ZMO1_ZMO0105,ZMO1_ZMO0106;1	ZMO1_ZMO0106	1	.	+	leuD	3-isopropylmalate dehydratase small subunit	AVZ41470.1
ZM4	91652	93715	ZMO1_ZMO0105,ZMO1_ZMO0106;2	ZMO1_ZMO0105	2	.	+	leuC	3-isopropylmalate dehydratase large subunit	AVZ41469.1
ZM4	91652	93715	ZMO1_ZMO0105,ZMO1_ZMO0106;2	ZMO1_ZMO0106	2	.	+	leuD	3-isopropylmalate dehydratase small subunit	AVZ41470.1
ZM4	93729	94555	ZMO1_ZMO0107;1	ZMO1_ZMO0107	1	.	-	ZMO1_ZMO0107	uncharacterized protein	AVZ41471.1
ZM4	93746	94954	ZMO1_ZMO0107,ZMO1_ZMO0108;1	ZMO1_ZMO0107	1	.	-	ZMO1_ZMO0107	uncharacterized protein	AVZ41471.1
ZM4	93746	94954	ZMO1_ZMO0107,ZMO1_ZMO0108;1	ZMO1_ZMO0108	1	.	-	ZMO1_ZMO0108	small multidrug resistance protein	AVZ41472.1
ZM4	94556	95059	ZMO1_ZMO0108;1	ZMO1_ZMO0108	1	.	-	ZMO1_ZMO0108	small multidrug resistance protein	AVZ41472.1
ZM4	95243	97790	ZMO1_ZMO0109,ZMO1_ZMO0110;1	ZMO1_ZMO0109	1	.	+	ZMO1_ZMO0109	hypothetical protein	AVZ41473.1
ZM4	95243	97790	ZMO1_ZMO0109,ZMO1_ZMO0110;1	ZMO1_ZMO0110	1	.	+	ZMO1_ZMO0110	glycosyl transferase family 2	AVZ41474.1
ZM4	97849	99683	ZMO1_ZMO0111;1	ZMO1_ZMO0111	1	.	-	ZMO1_ZMO0111	ABC transporter related protein	AVZ41475.1
ZM4	99841	100254	ZMO1_ZMO0112;1	ZMO1_ZMO0112	1	.	+	ZMO1_ZMO0112	uncharacterized protein	AVZ41476.1
ZM4	100919	103821	ZMO1_ZMO0113,ZMO1_ZMO0114,ZMO1_ZMO0115;1	ZMO1_ZMO0113	1	.	+	pabB	aminodeoxychorismate synthase component 1 PabB	AVZ41477.1
ZM4	100919	103821	ZMO1_ZMO0113,ZMO1_ZMO0114,ZMO1_ZMO0115;1	ZMO1_ZMO0114	1	.	+	trpGD	glutamine amidotransferase of anthranilate synthase	AVZ41478.1
ZM4	100919	103821	ZMO1_ZMO0113,ZMO1_ZMO0114,ZMO1_ZMO0115;1	ZMO1_ZMO0115	1	.	+	pabC	aminotransferase class IV	AVZ41479.1
ZM4	103987	106171	ZMO1_ZMO0116,ZMO1_ZMO0117;1	ZMO1_ZMO0116	1	.	+	ZMO1_ZMO0116	BadM/Rrf2 family transcriptional regulator	AVZ41480.1
ZM4	103987	106171	ZMO1_ZMO0116,ZMO1_ZMO0117;1	ZMO1_ZMO0117	1	.	+	hcp	hydroxylamine reductase	AVZ41481.1
ZM4	106296	107544	ZMO1_ZMO0119;1	ZMO1_ZMO0119	1	.	+	nhaA	Na+/H+ antiporter NhaA	AVZ41482.1
ZM4	107562	108773	ZMO1_ZMO0120;1	ZMO1_ZMO0120	1	.	+	ZMO1_ZMO0120	dihydroorotate dehydrogenase/oxidase	AVZ41483.1
ZM4	108959	110348	ZMO1_ZMO0121;1	ZMO1_ZMO0121	1	.	+	ZMO1_ZMO0121	RarA recombination factor-like protein	AVZ41484.1
ZM4	110466	111042	ZMO1_ZMO0122;2	ZMO1_ZMO0122	2	.	+	ZMO1_ZMO0122	uncharacterized protein	AVZ41485.1
ZM4	110481	110540	ZM4_predicted_RNA_+;3	ZM4_predicted_RNA_+	3	.	+	NA	NA	NA
ZM4	110541	111297	ZMO1_ZMO0122;1	ZMO1_ZMO0122	1	.	+	ZMO1_ZMO0122	uncharacterized protein	AVZ41485.1
ZM4	111117	113542	ZMO1_ZMO0124,ZMO1_ZMO0125;1	ZMO1_ZMO0124	1	.	-	ZMO1_ZMO0124	ATPase-like protein	AVZ41486.2
ZM4	111117	113542	ZMO1_ZMO0124,ZMO1_ZMO0125;1	ZMO1_ZMO0125	1	.	-	ZMO1_ZMO0125	YbaK/EbsC-like prolyl-tRNA editing protein	AVZ41487.1
ZM4	113543	113616	ZMO1_ZMOt001;1	ZMO1_ZMOt001	1	.	-	ZMO1_ZMOt001	tRNA-Cys	-
ZM4	114593	118062	ZMO1_ZMO0127,ZMO1_ZMO0128;1	ZMO1_ZMO0127	1	.	-	ZMO1_ZMO0127	S1/P1 nuclease	AVZ41488.1
ZM4	114593	118062	ZMO1_ZMO0127,ZMO1_ZMO0128;1	ZMO1_ZMO0128	1	.	-	ZMO1_ZMO0128	TonB-dependent receptor	AVZ41489.1
ZM4	118385	119179	ZMO1_ZMO0130;1	ZMO1_ZMO0130	1	.	-	phoC	acid phosphatase	AVZ41490.1
ZM4	119337	120484	ZMO1_ZMO0131;1	ZMO1_ZMO0131	1	.	-	ZMO1_ZMO0131	metallophosphoesterase	AVZ41491.1
ZM4	119337	120281	ZMO1_ZMO0131;2	ZMO1_ZMO0131	2	.	-	ZMO1_ZMO0131	metallophosphoesterase	AVZ41491.1
ZM4	120677	121624	ZMO1_ZMO0132;1	ZMO1_ZMO0132	1	.	+	ZMO1_ZMO0132	Sel1 domain protein repeat-containing protein	AVZ41492.2
ZM4	120789	121607	ZMO1_ZMO0132;2	ZMO1_ZMO0132	2	.	+	ZMO1_ZMO0132	Sel1 domain protein repeat-containing protein	AVZ41492.2
ZM4	121786	122693	ZMO1_ZMO0133;1	ZMO1_ZMO0133	1	.	+	ZMO1_ZMO0133	Sel1 domain protein repeat-containing protein	AVZ41493.1
ZM4	121838	122560	ZMO1_ZMO0133;2	ZMO1_ZMO0133	2	.	+	ZMO1_ZMO0133	Sel1 domain protein repeat-containing protein	AVZ41493.1
ZM4	122694	124243	ZMO1_ZMO2040;1	ZMO1_ZMO2040	1	.	+	ZMO1_ZMO2040	Sel1 domain protein repeat-containing protein	AVZ41494.1
ZM4	122793	124106	ZMO1_ZMO2040;2	ZMO1_ZMO2040	2	.	+	ZMO1_ZMO2040	Sel1 domain protein repeat-containing protein	AVZ41494.1
ZM4	124187	125100	ZMO1_ZMO2041;1	ZMO1_ZMO2041	1	.	+	ZMO1_ZMO2041	Sel1 domain protein repeat-containing protein	AVZ41495.1
ZM4	125069	125858	ZMO1_ZMO0134;1	ZMO1_ZMO0134	1	.	+	ZMO1_ZMO0134	Sel1 domain protein repeat-containing protein	AVZ41496.1
ZM4	125251	125751	ZMO1_ZMO0134;2	ZMO1_ZMO0134	2	.	+	ZMO1_ZMO0134	Sel1 domain protein repeat-containing protein	AVZ41496.1
ZM4	125859	127370	ZMO1_ZMO0135,ZMO1_ZMO0136;1	ZMO1_ZMO0135	1	.	+	ZMO1_ZMO0135	Sel1 domain protein repeat-containing protein	AVZ41497.1
ZM4	125859	127370	ZMO1_ZMO0135,ZMO1_ZMO0136;1	ZMO1_ZMO0136	1	.	+	ZMO1_ZMO0136	Sel1 domain protein repeat-containing protein	AVZ41498.1
ZM4	127560	128842	ZMO1_ZMO0137;1	ZMO1_ZMO0137	1	.	+	ZMO1_ZMO0137	Sel1 domain protein repeat-containing protein	AVZ41499.1
ZM4	128945	129837	ZMO1_ZMO0139;1	ZMO1_ZMO0139	1	.	-	ZMO1_ZMO0139	aminoglycoside phosphotransferase	AVZ41500.1
ZM4	129864	130423	ZMO1_ZMO0140;1	ZMO1_ZMO0140	1	.	-	ptpA	protein tyrosine phosphatase	AVZ41501.1
